Job Title,Company Name,Location,Publication Date,Categories,Experience Level,Job Link,Full/Part Time
IT Internal Controls and SOX Compliance Manager,Circle,Flexible / Remote,2023-11-22T23:02:05Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/circle/it-internal-controls-and-sox-compliance-manager-ddd978,
"Senior Technical Program Manager II, Data",Samsara Inc.,Flexible / Remote,2024-01-27T10:18:34Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/samsarainc/senior-technical-program-manager-ii-data,
Senior DevOps Engineer - Data Storage,Celonis,"Munich, Germany",2024-01-25T23:07:01Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/celonis/senior-devops-engineer-data-storage,
IT Internal Controls and SOX Compliance Manager,Circle,Flexible / Remote,2023-11-22T23:02:05Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/circle/it-internal-controls-and-sox-compliance-manager,
"Lead, Public Safety Liaison, EUROPE",Uber,"Berlin, Germany",2024-01-16T01:16:27Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/uber/lead-public-safety-liaison-europe,
Ingenieur (w/m/d) Zulassungs Nachweise für Lokomotiven,Siemens,"Berlin, Germany",2023-04-17T23:37:37Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/siemens/ingenieur-wmd-zulassungs-nachweise-fur-lokomotiven-d1434e,
Digital Sales Operations IT Systems,Siemens,"Alpharetta, GA, Flexible / Remote",2023-04-27T23:37:04Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/siemens/digital-sales-operations-it-systems-c0117b,Full-time
Senior IT Enterprise Architect (w/m/d),Siemens,"Munich, Germany",2023-05-16T23:40:22Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/siemens/senior-it-enterprise-architect-wmd-d6a619,
Werkstudent (w/m/d) Kommunikation,Siemens,"Berlin, Germany",2023-05-30T23:37:51Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/siemens/werkstudent-wmd-kommunikation-73042e,Part-time
IT Servicespezialist (w/m/d) Digitale Services,Siemens,"Essen, Germany",2023-04-21T23:38:32Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/siemens/it-servicespezialist-wmd-digitale-services,Full-time
"VP, Treasury Services",Circle,Flexible / Remote,2024-01-04T23:01:56Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/circle/vp-treasury-services-1fe591,
Senior IT Enterprise Architect (w/m/d),Siemens,"Berlin, Germany",2023-05-16T23:40:22Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/siemens/senior-it-enterprise-architect-wmd-45fa57,Full-time
IT Domain Owner (m/w/d)  Data & Analytics,Siemens,"Karlsruhe, Germany",2023-05-23T23:39:41Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/siemens/it-domain-owner-mwd-data-analytics,Either
Head (f/m/d) OT Protection & Consulting,Siemens,"Munich, Germany",2023-03-28T23:48:39Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/siemens/head-fmd-ot-protection-consulting-6ad1ed,Either
IT Partner Professional (f/m/d),Siemens,"Flexible / Remote, Gdańsk, Poland",2023-06-01T23:45:19Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/siemens/it-partner-professional-fmd-a12da7,Full-time
Werkstudent*in (w/m/d) Workflow-Modellierung für Datenanalysen und Prozessoptimierung,Siemens,"Munich, Germany",2023-03-21T00:02:11Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/siemens/werkstudentin-wmd-workflowmodellierung-fur-datenanalysen-und-prozessoptimierung,Part-time
Talent Payroll Specialist - Contractor,Circle,"Flexible / Remote, Taipei, Taiwan",2024-01-24T10:01:57Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/circle/talent-payroll-specialist-contractor,
Werkstudent*in (w/m/d) Servicekonzept für Niederspannungs-Energieverteiler,Siemens,"Stuttgart, Germany",2023-02-15T23:37:53Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/siemens/werkstudentin-wmd-servicekonzept-fur-niederspannungsenergieverteiler-6c1d92,
Werkstudent (w/m/d) Integrated Engineering / RAMS Management,Siemens,"Berlin, Germany",2023-01-20T02:38:24Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/siemens/werkstudent-wmd-integrated-engineering-rams-management-f2caac,
Digital Sales Operations IT Systems,Siemens,"Flexible / Remote, Livonia, MI",2023-04-27T23:37:04Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/siemens/digital-sales-operations-it-systems-b51b71,Full-time
Security and Risk Specialist (TS/SCI),Cisco Meraki,"Flexible / Remote, Research Triangle Park, NC",2023-06-09T17:20:23Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/ciscomeraki/security-and-risk-specialist-tssci,
IT Architect & Service Integrator (f/m/d) for Master Data @ DI PA,Siemens,"Karlsruhe, Germany",2023-04-25T23:44:24Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/siemens/it-architect-service-integrator-fmd-for-master-data-di-pa,Full-time
"VP, Treasury Services",Circle,Flexible / Remote,2024-01-04T23:01:56Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/circle/vp-treasury-services-36ab31,
IT Solution Expert (w/m/d) Release Management,Siemens,"Munich, Germany",2023-04-29T23:35:09Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/siemens/it-solution-expert-wmd-release-management-0f6fff,Full-time
"Senior Data Analyst, Financial Reporting",Circle,Flexible / Remote,2024-01-03T23:02:01Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/circle/senior-data-analyst-financial-reporting-5351f2,
Senior IT Enterprise Architect (w/m/d),Siemens,"Munich, Germany",2023-05-16T23:40:22Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/siemens/senior-it-enterprise-architect-wmd-d51961,Full-time
"VP, Talent, Learning & Leadership",Samsara Inc.,Flexible / Remote,2024-01-27T10:18:35Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/samsarainc/vp-talent-learning-leadership,
Meister / Techniker (w/m/d) Stahlbau,Siemens,"Munich, Germany",2023-03-15T23:48:51Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/siemens/meister-techniker-wmd-stahlbau,Full-time
Werkstudent*in (w/m/d) Servicekonzept für Niederspannungs-Energieverteiler,Siemens,"Stuttgart, Germany",2023-02-15T23:37:53Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/siemens/werkstudentin-wmd-servicekonzept-fur-niederspannungsenergieverteiler,Part-time
Senior Embedded Softwareentwickler (w/m/d) Treiber und VHDL,Siemens,"Berlin, Germany",2023-05-15T23:38:21Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/siemens/senior-embedded-softwareentwickler-wmd-treiber-und-vhdl,
Technical Support Specialist,Samsara Inc.,Flexible / Remote,2024-01-27T10:18:35Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/samsarainc/technical-support-specialist,
(Lead / Senior) Value Engineer - Finance & Supply Chain,Celonis,"Munich, Germany",2024-01-25T23:07:01Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/celonis/lead-senior-value-engineer-finance-supply-chain,
IT Internal Controls and SOX Compliance Manager,Circle,Flexible / Remote,2023-11-22T23:02:05Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/circle/it-internal-controls-and-sox-compliance-manager-4a3af0,
Projektbearbeitung (w/m/d) Mittelspannungs- und Niederspannungsschaltanlagen,Siemens,"Berlin, Germany",2023-03-16T23:48:19Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/siemens/projektbearbeitung-wmd-mittelspannungs-und-niederspannungsschaltanlagen-6174fb,Full-time
MBA Business Management - Data & process mining,Siemens,"Munich, Germany",2023-05-18T00:06:23Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/siemens/mba-business-management-data-process-mining-0c0958,
Mechatroniker (w/m/d) Fahrleitungs- und Stromversorgungsanlagen,Siemens,"Berlin, Germany",2023-04-28T23:38:31Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/siemens/mechatroniker-wmd-fahrleitungs-und-stromversorgungsanlagen-2d1faa,
Technical Account Manager (w/m/d) Food & Beverage,Siemens,"Munich, Germany",2023-04-15T23:38:10Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/siemens/technical-account-manager-wmd-food-beverage,Full-time
Senior RAMS Manager (w/m/d) for Railway Turnkey Projects,Siemens,"Berlin, Germany",2023-03-10T23:45:25Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/siemens/senior-rams-manager-wmd-for-railway-turnkey-projects,
Bilingual Customer Support Specialist,Samsara Inc.,Flexible / Remote,2024-01-27T10:18:34Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/samsarainc/bilingual-customer-support-specialist,
IT Chapter Lead & Service Owner (f/m/d),Siemens,"Munich, Germany",2023-03-31T23:47:03Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/siemens/it-chapter-lead-service-owner-fmd,Full-time
IT Service Manager (w/m/d) Cloud Services,Siemens,"Munich, Germany",2023-05-25T23:39:12Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/siemens/it-service-manager-wmd-cloud-services-bb8ebe,Full-time
Werkstudent (w/m/d) im SHERPA X  Transformationsprogramm,Siemens,"Munich, Germany",2023-05-11T23:41:41Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/siemens/werkstudent-wmd-im-sherpa-x-transformationsprogramm-38fd5b,
MBA Business Management - Data & process mining,Siemens,"Berlin, Germany",2023-05-18T00:06:23Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/siemens/mba-business-management-data-process-mining-e371a1,Full-time
"VP, Treasury Services",Circle,Flexible / Remote,2024-01-04T23:01:56Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/circle/vp-treasury-services-457afd,
Werkstudent (w/m/d) Kommunikation,Siemens,"Berlin, Germany",2023-05-30T23:37:51Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/siemens/werkstudent-wmd-kommunikation-d20d46,
"Senior Data Analyst, Financial Reporting",Circle,Flexible / Remote,2024-01-03T23:02:01Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/circle/senior-data-analyst-financial-reporting,
Senior Netzwerk Consultant (w/m/d) OT IT Netzwerke,Siemens,"Karlsruhe, Germany",2023-04-19T23:40:46Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/siemens/senior-netzwerk-consultant-wmd-ot-it-netzwerke-426e6a,Full-time
Elektromonteur (w/m/d) Bahnenergieversorgungsanlagen,Siemens,"Berlin, Germany",2023-04-17T23:38:16Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/siemens/elektromonteur-wmd-bahnenergieversorgungsanlagen-08cf82,
Bauleitung (w/m/d) Fahrzeugumbauprojekt Frankfurt,Siemens,"Frankfurt, Germany",2023-01-20T02:38:24Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/siemens/bauleitung-wmd-fahrzeugumbauprojekt-frankfurt,Full-time
Fachmonteur (w/m/d) elektromechanische Anlagen,Siemens,"Frankfurt, Germany",2023-03-10T23:45:26Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/siemens/fachmonteur-wmd-elektromechanische-anlagen-93234c,
Werkstudent*in (w/m/d) - Kommunikation im Bereich IT,Siemens,"Munich, Germany",2023-05-18T00:07:06Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/siemens/werkstudentin-wmd-kommunikation-im-bereich-it,Part-time
Systemingenieur (w/m/d) Fahrzeugsteuerung für zusätzliche Energieversorgung,Siemens,"Munich, Germany",2023-04-18T23:39:57Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/siemens/systemingenieur-wmd-fahrzeugsteuerung-fur-zusatzliche-energieversorgung-daa615,
Technical Support Specialist,Samsara Inc.,Flexible / Remote,2024-01-31T23:07:50Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/samsarainc/technical-support-specialist-a68855,
Senior IT Project and Portfolio Manager (f/m/d) - Siemens Financial Services,Siemens,"Munich, Germany",2023-05-13T23:32:51Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/siemens/senior-it-project-and-portfolio-manager-fmd-siemens-financial-services,Full-time
Elektromonteur (w/m/d) Fahrleitungs- und Stromversorgungsanlagen,Siemens,"Berlin, Germany",2023-04-28T23:38:31Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/siemens/elektromonteur-wmd-fahrleitungs-und-stromversorgungsanlagen-d850c3,Full-time
Systemingenieur (w/m/d) Fahrzeugsteuerung für Energieeinspeisung,Siemens,"Munich, Germany",2023-04-18T23:39:57Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/siemens/systemingenieur-wmd-fahrzeugsteuerung-fur-energieeinspeisung-c8f3e6,
IT Internal Controls and SOX Compliance Manager,Circle,Flexible / Remote,2023-11-22T23:02:05Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/circle/it-internal-controls-and-sox-compliance-manager-e22cbf,
Werkstudent*in (w/m/d) Data Handling / Data Analytics,Siemens,"Frankfurt, Germany",2023-06-01T23:45:19Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/siemens/werkstudentin-wmd-data-handling-data-analytics-cc8633,Part-time
"Manager, Data Engineering",GlossGenius,"Flexible / Remote, Medellin, Colombia, New York, NY",2023-12-11T23:05:48Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/glossgenius/manager-data-engineering,
IT Service Manager (w/m/d) Cloud Services,Siemens,"Munich, Germany",2023-05-25T23:39:12Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/siemens/it-service-manager-wmd-cloud-services,
Tier 3 Support - IT Infrastructure,Philips,Flexible / Remote,2024-02-03T12:41:08Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/philips/tier-3-support-it-infrastructure,
PCB Electronic Data Management (EDM) & PLM Consultant (Remote),Siemens,"Flexible / Remote, Fremont, CA",2023-05-31T23:46:49Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/siemens/pcb-electronic-data-management-edm-plm-consultant-remote-1b05ad,Full-time
"VP, Treasury Services",Circle,Flexible / Remote,2024-01-04T23:01:56Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/circle/vp-treasury-services-6a1331,
Fachmonteur (w/m/d) elektromechanische Anlagen,Siemens,"Leipzig, Germany",2023-03-10T23:45:26Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/siemens/fachmonteur-wmd-elektromechanische-anlagen-a32d3a,
Maschinenbauingenieur (w/m/d) Lokomotiven,Siemens,"Munich, Germany",2023-05-25T00:16:26Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/siemens/maschinenbauingenieur-wmd-lokomotiven-fae762,Part-time
Junior System Manager (w/m/d) Elektrotechnik / Bahnautomatisierung,Siemens,"Berlin, Germany",2023-03-10T23:44:37Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/siemens/junior-system-manager-wmd-elektrotechnik-bahnautomatisierung,
Senior CRM Manager (f/m/d) - Siemens Financial Services (SFS),Siemens,"Munich, Germany",2023-05-18T23:39:44Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/siemens/senior-crm-manager-fmd-siemens-financial-services-sfs-57b5b8,Full-time
Technical Manager (w/m/d) Static Frequency Converter (SFC),Siemens,"Berlin, Germany",2023-05-04T23:39:05Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/siemens/technical-manager-wmd-static-frequency-converter-sfc-8db663,
MBA Business Management - Data & process mining,Siemens,"Berlin, Germany",2023-05-18T00:06:23Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/siemens/mba-business-management-data-process-mining-e8b60f,
Freileitungsmonteur (w/m/d) Fahrleitungs- und Stromversorgungsanlagen,Siemens,"Berlin, Germany",2023-01-24T00:42:10Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/siemens/freileitungsmonteur-wmd-fahrleitungs-und-stromversorgungsanlagen,Full-time
IT Solution Expert (w/m/d) Release Management,Siemens,"Munich, Germany",2023-04-28T23:39:08Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/siemens/it-solution-expert-wmd-release-management-e54672,
Werkstudent (w/m/d) Integrated Engineering / RAMS Management,Siemens,"Berlin, Germany",2022-12-07T23:38:00Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/siemens/werkstudent-wmd-integrated-engineering-rams-management,Part-time
"Manager, Customer Care",Circle,Flexible / Remote,2023-12-13T10:01:51Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/circle/manager-customer-care,
Looking for a Different Tech Ops & IT Role? Tell Us by Joining Our Talent Community!,Circle,Flexible / Remote,2023-06-09T23:02:45Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/circle/looking-for-a-different-tech-ops-it-role-tell-us-by-joining-our-talent-community,
IT Internal Controls and SOX Compliance Manager,Circle,Flexible / Remote,2023-11-22T23:02:05Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/circle/it-internal-controls-and-sox-compliance-manager-d35bd8,
Rechtsreferendar (w/m/d) Siemens Mobility Berlin/Braunschweig,Siemens,"Berlin, Germany",2023-02-10T23:37:07Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/siemens/rechtsreferendar-wmd-siemens-mobility-berlinbraunschweig-ef314f,Full-time
Anlagenbediener (w/m/d) LaserHybrid-Schweißen,Siemens,"Munich, Germany",2023-03-15T23:49:26Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/siemens/anlagenbediener-wmd-laserhybridschweien-c5f146,
"Senior Community Operations Manager (m/w/d) - Germany, Austria, Switzerland - Rides",Uber,"Berlin, Germany",2024-02-05T13:03:46Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/uber/senior-community-operations-manager-mwd-germany-austria-switzerland-rides,
Senior IT Projekt Manager (w/m/d),Siemens,"Munich, Germany",2023-05-31T23:46:50Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/siemens/senior-it-projekt-manager-wmd-509985,Full-time
Technical Manager (w/m/d) Static Frequency Converter (SFC),Siemens,"Berlin, Germany",2023-05-04T23:39:05Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/siemens/technical-manager-wmd-static-frequency-converter-sfc-b97ec0,Full-time
Projektbearbeitung (w/m/d) Mittelspannungs- und Niederspannungsschaltanlagen,Siemens,"Hamburg, Germany",2023-03-16T23:48:19Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/siemens/projektbearbeitung-wmd-mittelspannungs-und-niederspannungsschaltanlagen-b8904a,Full-time
Freileitungsmonteur (w/m/d) Fahrleitungs- und Stromversorgungsanlagen,Siemens,"Berlin, Germany",2023-01-24T00:42:10Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/siemens/freileitungsmonteur-wmd-fahrleitungs-und-stromversorgungsanlagen-81305c,
Werkstudent*in (w/m/d) in der kfm. Serviceabwicklung,Siemens,"Berlin, Germany",2023-05-05T23:39:59Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/siemens/werkstudentin-wmd-in-der-kfm-serviceabwicklung-cf73c9,Part-time
Elektroingenieur (w/m/d) Eisenbahn-Sicherungstechnik,Siemens,"Berlin, Germany",2023-04-05T11:52:49Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/siemens/elektroingenieur-wmd-eisenbahnsicherungstechnik-7249c9,
Senior Hardware Developer (f/m/d) Electronic Design,Siemens,"Berlin, Germany",2023-04-26T23:41:35Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/siemens/senior-hardware-developer-fmd-electronic-design,Full-time
Senior IT Project Manager (f/m/d) Global PLM Implementation,Siemens,"Berlin, Germany",2023-04-18T23:40:33Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/siemens/senior-it-project-manager-fmd-global-plm-implementation-9b1144,
(Lead / Senior) Value Engineer - Manufacturing / Production Industry,Celonis,"Munich, Germany",2024-01-25T23:07:01Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/celonis/lead-senior-value-engineer-manufacturing-production-industry,
Bauleitung (w/m/d) Fahrzeugumbauprojekt Frankfurt,Siemens,"Frankfurt, Germany",2023-01-20T02:38:24Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/siemens/bauleitung-wmd-fahrzeugumbauprojekt-frankfurt-e5261a,
Senior BI Analyst,Sotheby's,Flexible / Remote,2024-01-30T23:01:38Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/sothebys/senior-bi-analyst,
"Director, GTM Data Governance Strategy",Samsara Inc.,Flexible / Remote,2024-01-27T10:18:34Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/samsarainc/director-gtm-data-governance-strategy,
Trainee@IT (w/m/d),Siemens,"Munich, Germany",2023-03-31T23:46:21Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/siemens/traineeit-wmd-f30107,Full-time
Solution Architect (XHQ),Siemens,"Abu Dhabi, United Arab Emirates, Flexible / Remote",2023-05-12T23:42:51Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/siemens/solution-architect-xhq-465afc,Full-time
